# MonsterVariety path -> Monster Category flags bitmask.
# Flags: Humanoid=1 Beast=2 Undead=4 Construct=8 Demon=16 Eldritch=32 (a monster may have several).
# Source: PoE2 patch 4.5.4.3 (0.5.4b) MonsterVarieties.dat Tags column via pathofexile-dat.
# Tag->bit: humanoid(48)=1 beast(72)=2 undead(73)=4 construct(74)=8 demon(56)=16 eldritch(706)=32.
# Regenerate on patch day: see the 'beast-detection' Claude memory. '#'-prefixed lines are comments.
Metadata/Monsters/BitterGuy/BitterGuyWifeChasingDaemon	8
Metadata/Monsters/BitterGuy/BitterGuyWifeGhost	4
Metadata/Monsters/BitterGuy/BitterGuyWifeSurge	4
Metadata/Monsters/BlackJawSuperunique/BlackJaw	9
Metadata/Monsters/BlackJawSuperunique/BlackJawLightning	9
Metadata/Monsters/BlackJawSuperunique/BlackJawLightningMap	9
Metadata/Monsters/BlackJawSuperunique/BlackJawLightningSTANDALONE	9
Metadata/Monsters/BlackJawSuperunique/BlackJawMap	9
Metadata/Monsters/BlackJawSuperunique/BlackJawSTANDALONE	9
Metadata/Monsters/BlackJawSuperunique/BlackJawSTANDALONEExpedition	9
Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield	1
Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldUltimatium	1
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlail	1
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlailPraying__	1
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlailStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlailUltimatium	1
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMace	1
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMacePraying	1
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceUltimatium	1
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield	1
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldPraying	1
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldUltimatium	1
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpear	1
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpearPraying	1
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpearStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpearUltimatium	1
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSword	1
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSwordPraying	1
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSwordStrongbox	1
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSwordUltimatium	1
Metadata/Monsters/BloodBathers/VaalApparition/Runemarked/SunVaalApparitionRunemarked	4
Metadata/Monsters/BloodBathers/VaalApparition/SunVaalApparition	4
Metadata/Monsters/BloodChieftain/MonkeyChiefJungle	2
Metadata/Monsters/BloodClan/BloodClanBird	1
Metadata/Monsters/BloodClan/BloodClanBirdFisherman	1
Metadata/Monsters/BloodClan/BloodClanCaster	1
Metadata/Monsters/BloodClan/BloodClanDagger 	1
Metadata/Monsters/BloodClan/BloodClanHarpooner	1
Metadata/Monsters/BloodClan/BloodClanKina	1
Metadata/Monsters/BloodClan/BloodClanTrapper	1
Metadata/Monsters/BloodClan/BloodClanVaulter	1
Metadata/Monsters/BloodClan/BloodClanVillager	1
Metadata/Monsters/BloodCultistDrones/BloodBatherMage	1
Metadata/Monsters/BloodCultistDrones/BloodBatherMagePraying_	1
Metadata/Monsters/BloodCultistDrones/BloodBatherMageStrongbox	1
Metadata/Monsters/BloodCultistDrones/BloodBatherMageUltimatium	1
Metadata/Monsters/BloodFeverKarui/BloodFeverBloater	1
Metadata/Monsters/BloodFeverKarui/BloodFeverBlob	8
Metadata/Monsters/BloodFeverKarui/BloodFeverBoar	2
Metadata/Monsters/BloodFeverKarui/BloodFeverButcher	1
Metadata/Monsters/BloodFeverKarui/BloodFeverButcherSpectre	1
Metadata/Monsters/BloodFeverKarui/BloodFeverDrunk	1
Metadata/Monsters/BloodFeverKarui/BloodFeverDrunkLandmark	1
Metadata/Monsters/BloodFeverKarui/BloodFeverHook	1
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui1HAxe_	1
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui1HMace	1
Metadata/Monsters/BloodFeverKarui/BloodFeverKarui2HAxe	1
Metadata/Monsters/BloodFeverKarui/BloodFeverMedicineWoman	1
Metadata/Monsters/BloodFeverKarui/BloodFeverPoi_	1
Metadata/Monsters/BloodFeverKarui/BloodFeverSpear	1
Metadata/Monsters/BloodFeverKarui/BloodFeverSpearLandmark	1
Metadata/Monsters/BloodFeverKarui/Runemarked/BloodFeverMedicineWomanRunemarked	1
Metadata/Monsters/BloodFeverKarui/Runemarked/BloodFeverSpearRunemarked	1
Metadata/Monsters/BloodMonsters/BloodCarrier1	17
Metadata/Monsters/BloodMonsters/BloodCollector1__	17
Metadata/Monsters/BloodMonsters/BloodCourtesan1	4
Metadata/Monsters/BloodMonsters/BloodCourtesanStrongbox	4
Metadata/Monsters/BloodMonsters/BloodCretin1	17
Metadata/Monsters/BloodMonsters/BloodCretinStrongbox	17
Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon	5
Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon	5
Metadata/Monsters/BogBodies/BogCorpseOneHandAxe	5
Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe	5
Metadata/Monsters/BogBodies/BogCorpseUnarmed	5
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultistNecromancer	1
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBoss	1
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossMAP	1
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossMAPSOLO	1
Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultist_NecromancerBossSTANDALONE	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot01	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot02	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotAbyssIntro	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummonerAbyssPit	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_01	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_02	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FaridunWarlock/Runemarked/FarudinLocustWarlockRunemarked	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinLocustWarlock	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/MedvedSummoner	1
Metadata/Monsters/BoneCultists/BoneCultist_Zealots/Runemarked/BoneCultistZealotRunemarked	1
Metadata/Monsters/BoneCultists/BoneCultists_Beast/BoneCultistBeast	2
Metadata/Monsters/BoneCultists/BoneCultists_Beast/Runemarked/BoneCultistBeastRunemarked	2
Metadata/Monsters/BoneCultists/BoneCultists_Savage/BoneCultists_Savage__	1
Metadata/Monsters/BoneCultists/BoneCultists_Shield/BoneCultistShield	1
Metadata/Monsters/BoneGolem/BoneGolemCultist	12
Metadata/Monsters/BoneStalker/TombStalker1	12
Metadata/Monsters/BoneStalker/TombStalker1Tencent_	12
Metadata/Monsters/BrainWorm/DuneLurkerSanctumTrial	2
Metadata/Monsters/BrainWorm/DuneLurkerStrongbox	2
Metadata/Monsters/BrainWorm/DuneLurker_	2
Metadata/Monsters/BrambleHulk/BrambleHulk1	2
Metadata/Monsters/Breach/BreachEliteCorruptedEliteBloater__	17
Metadata/Monsters/Breach/BreachEliteCorruptedEliteGuard	1
Metadata/Monsters/Breach/BreachEliteFallenLunarisMonster__	16
Metadata/Monsters/Breach/BreachElitePaleElite1	17
Metadata/Monsters/Breach/BreachElitePaleElite2	16
Metadata/Monsters/Breach/BreachFodderCorruptedEliteRanger	17
Metadata/Monsters/Breach/BreachFodderCorruptedEliteRangerMoveDaemon	8
Metadata/Monsters/Breach/BreachFodderCorruptedEliteToothy__	17
Metadata/Monsters/Breach/BreachFodderDemonicSpikeThrower	17
Metadata/Monsters/Breach/BreachFodderHellscapeDemonElite2	16
Metadata/Monsters/Breach/BreachFodderHellscapePaleFodder2	16
Metadata/Monsters/Breach/BreachOverseerBoss/BreachBossSpider	16
Metadata/Monsters/Breach/BreachOverseerBoss/Corpses/EshCorpse	16
Metadata/Monsters/Breach/BreachOverseerBoss/Corpses/TulCorpse	16
Metadata/Monsters/Breach/BreachOverseerBoss/HandPortal	16
Metadata/Monsters/Breach/BreachOverseerBoss/HandPortalMega	16
Metadata/Monsters/Breach/BreachOverseerBoss/HandSlamLeft	16
Metadata/Monsters/Breach/BreachOverseerBoss/HandSlamRight	16
Metadata/Monsters/Breach/BreachOverseerBoss/ItThatReturned	17
Metadata/Monsters/Breach/Monsters/FingerDemon/FingerDemon	17
Metadata/Monsters/Breach/Monsters/FingersBat/FingersBat	18
Metadata/Monsters/Breach/Monsters/FingersBat/FingersBatEmerge	18
Metadata/Monsters/Breach/Monsters/HandSpider/HandSpider	16
Metadata/Monsters/Breach/NPC/ChayulaFarmerWild	16
Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFirstBossEncounter	16
Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFirstEncounter	16
Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFollow	16
Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFollowFirstHive	16
Metadata/Monsters/Breach/WildBreachBoss/BellBreach	8
Metadata/Monsters/Breach/WildBreachBoss/HandPortal	16
Metadata/Monsters/Breach/WildBreachBoss/WildBreachBoss	16
Metadata/Monsters/BreachBossFallenKnight/FallenKnight	17
Metadata/Monsters/BreachBossFallenKnight/FallenKnightSTANDALONE	17
Metadata/Monsters/BreachBossHandMage/HandMage	21
Metadata/Monsters/BreachBossHandMage/HandMageSTANDALONE	21
Metadata/Monsters/BreachBossHandMage/VolatileOrbChaos	8
Metadata/Monsters/BreachBossHandMage/VolatileOrbLightning	8
Metadata/Monsters/BrineMaiden/BrineMaiden	3
Metadata/Monsters/BrineMaiden/BrineMaidenClamEncounter	3
Metadata/Monsters/Bugbot/BugbotBlack	8
Metadata/Monsters/Bugbot/BugbotBlackNoEmerge	8
Metadata/Monsters/Bugbot/BugbotRockyNoEmerge	8
Metadata/Monsters/Bugbot/BugbotRockyNoEmergePlayerSummoned	8
Metadata/Monsters/Bugbot/BugbotRockyNoEmergeSanctumTrial	8
Metadata/Monsters/Bugbot/BugbotRockySanctumTrial	8
Metadata/Monsters/Bugbot/BugbotRocky_	8
Metadata/Monsters/Bugbot/BugbotSulphite	8
Metadata/Monsters/Bugbot/BugbotSulphiteIsleOfKinLandmark	8
Metadata/Monsters/CageSkeleton/CageSkeleton_	4
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterHammerVine	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestKotMMinion	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestMap	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForestSTANDALONE	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterOldForest_	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterTreeVolatile__	8
Metadata/Monsters/CarnivorousPlantEater/OldForest/CarnivorousPlantEaterVineOldForest	8
Metadata/Monsters/CarrionWing/CarrionWing_	2
Metadata/Monsters/CauldronCrone/CauldronCrone	1
Metadata/Monsters/CauldronCrone/Runemarked/CauldronCroneRunemarked	1
Metadata/Monsters/CaveDweller/CaveDweller	2
Metadata/Monsters/CaveDweller/CaveDwellerSanctumTrial__	2
Metadata/Monsters/CaveDweller/CaveDwellerStrongbox	2
Metadata/Monsters/Cenobite/CenobiteBloater/CenobiteBloater	1
Metadata/Monsters/Cenobite/CenobiteHighborn/CenobiteHighborn	1
Metadata/Monsters/Cenobite/CenobiteHighborn/CenobitePawn	1
Metadata/Monsters/Cenobite/CenobiteLeash/CenobiteLeash	1
Metadata/Monsters/Cenobite/CenobiteSlam/CenobiteSlam	1
Metadata/Monsters/Cenobite/CenobiteStoneThrower/CenobiteStoneThrower	1
Metadata/Monsters/Cenobite/CenobiteSwarmUgly/CenobiteSwarm	1
Metadata/Monsters/ChaosGodGorilla/ChaosGodGorillaInterlude	2
Metadata/Monsters/ChaosGodGorilla/ChaosGodGorillaStrongbox	2
Metadata/Monsters/ChaosGodGorilla/ChaosGodGorilla_	2
Metadata/Monsters/ChaosGodJaguar/ChaosGodJaguarStrongbox	2
Metadata/Monsters/ChaosGodJaguar/ChaosGodJaguar_	2
Metadata/Monsters/ChaosGodOwlBoss/ChaosGodOwlBossMAP_	2
Metadata/Monsters/ChaosGodOwlBoss/ChaosGodOwlBossMinion	2
Metadata/Monsters/ChaosGodOwlBoss/ChaosGodOwlBoss__	2
Metadata/Monsters/ChaosGodOwlBoss/ChaosGodOwlBoss__Standalone	2
Metadata/Monsters/ChaosGodOwlBoss/IcyOwlBoss	2
Metadata/Monsters/ChaosGodOwlBoss/IcyOwlBossMap	2
Metadata/Monsters/ChaosGodOwlBoss/IcyOwlBossMinion1	2
Metadata/Monsters/ChaosGodOwlBoss/IcyOwlBossMinion2	2
Metadata/Monsters/ChaosGodOwlBoss/IcyOwlBossStandalone	2
Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodderStrongbox	2
Metadata/Monsters/ChaosGodRangedFodder/ChaosGodRangedFodder_	2
Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTri-headBatInterlude	2
Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTri-headBatStrongbox	2
Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTri-headBat_	2
Metadata/Monsters/ChaosGodTriHeadLizard/ChaosGodTriHeadLizardStrongbox	16
Metadata/Monsters/ChaosGodTriHeadLizard/ChaosGodTriHeadLizard_	16
Metadata/Monsters/ChaosGodTriceratops/ChaosGodTriceratopsStrongbox	2
Metadata/Monsters/ChaosGodTriceratops/ChaosGodTriceratops_	2
Metadata/Monsters/ChawMongrel/ChawMongrel	2
Metadata/Monsters/ChawMongrel/ChawMongrelLeash	2
Metadata/Monsters/ChawMongrel/ChawMongrelLeashBoss	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBoss	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossMinion1	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossMinion2	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossSTANDALONE	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsBossSTANDALONEExpedition	2
Metadata/Monsters/ChimeraWetlandsBoss/ChimeraWetlandsPillar	8
Metadata/Monsters/Clone/DemonCloneImmobile	8
Metadata/Monsters/Clone/DruidFourCloneImmobile	8
Metadata/Monsters/Clone/DruidLightningClone	8
Metadata/Monsters/Clone/DuelistClone	8
Metadata/Monsters/Clone/DuelistFourCloneImmobile	8
Metadata/Monsters/Clone/DuelistLightningClone	8
Metadata/Monsters/Clone/HuntressFourCloneImmobile	8
Metadata/Monsters/Clone/HuntressLightningClone	8
Metadata/Monsters/Clone/MarauderClone	8
Metadata/Monsters/Clone/MarauderFourCloneImmobile	8
Metadata/Monsters/Clone/MarauderLightningClone	8
Metadata/Monsters/Clone/MercenaryFourCloneImmobile	8
Metadata/Monsters/Clone/MercenaryLightningClone	8
Metadata/Monsters/Clone/MonkFourCloneImmobile_	8
Metadata/Monsters/Clone/MonkLightningClone__	8
Metadata/Monsters/Clone/RangerClone	8
Metadata/Monsters/Clone/RangerFourCloneImmobile	8
Metadata/Monsters/Clone/RangerLightningClone	8
Metadata/Monsters/Clone/ShadowClone	8
Metadata/Monsters/Clone/ShadowFourCloneImmobile_	8
Metadata/Monsters/Clone/ShadowLightningClone__	8
Metadata/Monsters/Clone/SorceressFourCloneImmobile_	8
Metadata/Monsters/Clone/SorceressLightningClone	8
Metadata/Monsters/Clone/TemplarClone	8
Metadata/Monsters/Clone/TemplarFourCloneImmobile	8
Metadata/Monsters/Clone/TemplarLightningClone	8
Metadata/Monsters/Clone/WarriorFourCloneImmobile	8
Metadata/Monsters/Clone/WarriorLightningClone	8
Metadata/Monsters/Clone/WereBearCloneImmobile_	8
Metadata/Monsters/Clone/WereWolfCloneImmobile	8
Metadata/Monsters/Clone/WitchClone	8
Metadata/Monsters/Clone/WitchFourCloneImmobile_	8
Metadata/Monsters/Clone/WitchLightningClone	8
Metadata/Monsters/Clone/WyvernCloneImmobile	8
Metadata/Monsters/CompanionBear/CompanionBearPlayerSummoned	2
Metadata/Monsters/Companions/SpiritVessel	2
Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpse	6
Metadata/Monsters/ConstrictorCorpse/ConstrictorCorpseRanged_	6
Metadata/Monsters/CorpseWheel/PlagueCorpseWheel	4
Metadata/Monsters/CorpseWheel/ShipsWheelRemains	4
Metadata/Monsters/CrabMonsters/CrabCoconut	2
Metadata/Monsters/CrazedCannibalPicts/PictBigMale	1
Metadata/Monsters/CrazedCannibalPicts/PictFemaleBow	1
Metadata/Monsters/CrazedCannibalPicts/PictFemaleDaggerDagger	1
Metadata/Monsters/CrazedCannibalPicts/PictFemaleStaff	1
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxe	1
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeAxe	1
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeDagger	1
Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeShield	1
Metadata/Monsters/CrazedCannibalPicts/Runemarked/PictFemaleStaffRunemarked	1
Metadata/Monsters/CrazedCannibalPicts/Runemarked/Ratnado	8
Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole	8
Metadata/Monsters/Crow/CrowCarrion	2
Metadata/Monsters/CrowBell/CrowBellBossEnragedMap_	2
Metadata/Monsters/CrowBell/CrowBellBossEnragedSTANDALONE	2
Metadata/Monsters/CrowBell/CrowBellBossMap_	2
Metadata/Monsters/CrowBell/CrowBellBossMinion1	2
Metadata/Monsters/CrowBell/CrowBellBossMinion2	2
Metadata/Monsters/CrowBell/CrowBellBossSTANDALONE	2
Metadata/Monsters/CrowBell/CrowBellBoss_	2
Metadata/Monsters/CyclopsSpiderBoss/CyclopsSpiderBoss	16
Metadata/Monsters/CyclopsSpiderBoss/VerisiumNode	8
Metadata/Monsters/Daemon/OlrothRelicLaserDaemon	8
Metadata/Monsters/Daemon/RavenousSwarmPlayer/RavenousSwarmPlayerSummoned	2
Metadata/Monsters/DeepDwellerBoss/Runemarked/SpikedDwellerRunemarked	2
Metadata/Monsters/DeepDwellerBoss/SpikedDweller	2
Metadata/Monsters/DeliriumEncounter/LilyRothMum	1
Metadata/Monsters/DeliriumEncounter/Tangmazu__	1
Metadata/Monsters/DeliriumTangmazu/Minions/DeliriumMinionDisgust	16
Metadata/Monsters/DeliriumTangmazu/Minions/DeliriumMinionFury	16
Metadata/Monsters/DeliriumTangmazu/Minions/DeliriumMinionMalice	16
Metadata/Monsters/DeliriumTangmazu/Minions/DeliriumMinionRage	16
Metadata/Monsters/DeliriumTangmazu/Minions/DeliriumMinionSpite	16
Metadata/Monsters/DeliriumTangmazu/TangmazuBoss	1
Metadata/Monsters/DemonSpiders/BlackStrider	2
Metadata/Monsters/DemonSpiders/BlackStrider/Runemarked/BlackStriderRunemarked	2
Metadata/Monsters/DemonSpiders/BlackStriderEmerge	2
Metadata/Monsters/DemonSpiders/BlackStriderEmergeInterlude	2
Metadata/Monsters/DemonSpiders/BlackStriderEmergeSanctumTrial	2
Metadata/Monsters/DemonSpiders/BlackStriderSanctumTrial	2
Metadata/Monsters/DemonSpiders/MeleeSpider	2
Metadata/Monsters/DemonSpiders/MeleeSpiderEmergeDrop_	2
Metadata/Monsters/DemonSpiders/MeleeSpiderSanctumTrial	2
Metadata/Monsters/DemonSpiders/SpiderSabre	2
Metadata/Monsters/Doryani/DoryaniInThePast/DoryaniPast	1
Metadata/Monsters/Doryani/DoryaniInThePast/DoryaniPastMap	1
Metadata/Monsters/Doryani/DoryaniInThePast/DoryaniPastStandalone_	1
Metadata/Monsters/DoryaniMechSuit/DoryaniMech	8
Metadata/Monsters/DoryaniMechSuit/DoryaniMechMap	8
Metadata/Monsters/DoryaniMechSuit/DoryaniMechRailGun	8
Metadata/Monsters/DoryaniMechSuit/DoryaniMechStandalone_	8
Metadata/Monsters/DoryaniMechSuit/DoryaniMechStandalone_Invasion	8
Metadata/Monsters/Double/DoubleDuelist	8
Metadata/Monsters/Double/DoubleDuelistTwo	8
Metadata/Monsters/Double/DoubleMarauder	8
Metadata/Monsters/Double/DoubleMarauderTwo	8
Metadata/Monsters/Double/DoubleRanger	8
Metadata/Monsters/Double/DoubleRangerTwo	8
Metadata/Monsters/Double/DoubleShadow	8
Metadata/Monsters/Double/DoubleShadowTwo	8
Metadata/Monsters/Double/DoubleTemplar	8
Metadata/Monsters/Double/DoubleTemplarTwo	8
Metadata/Monsters/Double/DoubleWitch	8
Metadata/Monsters/Double/DoubleWitchTwo_	8
Metadata/Monsters/DrownedCrawler/DrownedCrawlerWallWalk	5
Metadata/Monsters/DrownedCrawler/DrownedCrawler__	5
Metadata/Monsters/DrownedCrew/DrownedCrewAxe	5
Metadata/Monsters/DrownedCrew/DrownedCrewAxeMinion	5
Metadata/Monsters/DrownedCrew/DrownedCrewFigurehead	4
Metadata/Monsters/DrownedCrew/DrownedCrewGhost	5
Metadata/Monsters/DrownedCrew/DrownedCrewSwordMinion	5
Metadata/Monsters/DrownedCrew/DrownedCrewSword_	5
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlaster	5
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterMinecart_	5
Metadata/Monsters/DrudgeMiners/DrudgeBedrockBlasterStrongbox	5
Metadata/Monsters/DrudgeMiners/DrudgeMinerHammer	5
Metadata/Monsters/DrudgeMiners/DrudgeMinerHammerStrongbox	5
Metadata/Monsters/DrudgeMiners/DrudgePickaxeMiner	5
Metadata/Monsters/DrudgeMiners/DrudgePickaxeMinerStrongbox	5
Metadata/Monsters/DrudgeMiners/Runemarked/DrudgeBedrockBlasterRunemarked	5
Metadata/Monsters/Dummy/D	8
Metadata/Monsters/Dummy/D1	8
Metadata/Monsters/Dummy/D10	8
Metadata/Monsters/Dummy/D100	8
Metadata/Monsters/Dummy/D_Boss	8
